District_name,Learning_Modality,Operational_Schools,Student_Count,City,State,Start_date
New Fairfield School District,In Person,4,2179,New Fairfield,CT,2022-12-25
New Haven School District,In Person,39,20468,New Haven,CT,2022-12-25
New Milford School District,In Person,5,3930,New Milford,CT,2022-12-25
Newington School District,In Person,7,3993,Newington,CT,2022-12-25
Newtown School District,In Person,7,4162,Newtown,CT,2022-12-25
North Haven School District,In Person,6,3160,North Haven,CT,2022-12-25
North Stonington School District,In Person,2,741,North Stonington,CT,2022-12-25
Norwalk School District,In Person,21,11642,Norwalk,CT,2022-12-25
Norwich School District,In Person,10,3488,Norwich,CT,2022-12-25
Old Saybrook School District,In Person,3,1191,Old Saybrook,CT,2022-12-25
Orange School District,In Person,4,1234,Orange,CT,2022-12-25
Plymouth School District,In Person,4,1358,Terryville,CT,2022-12-25
Pomfret School District,In Person,1,382,Pomfret Center,CT,2022-12-25
Woodbridge School District,In Person,4,2594,Bridgeville,DE,2022-12-25
Friendship PCS,In Person,15,4233,WASHINGTON,DC,2022-12-25
Elsie Whitlow Stokes Community Freedom PCS,In Person,2,540,WASHINGTON,DC,2022-12-25
Perry Street Preparatory PCS,In Person,1,408,WASHINGTON,DC,2022-12-25
IDEA PCS,In Person,1,305,WASHINGTON,DC,2022-12-25
Meridian PCS,In Person,1,635,WASHINGTON,DC,2022-12-25
Washington Latin PCS,In Person,2,722,WASHINGTON,DC,2022-12-25
Roots PCS,In Person,1,120,WASHINGTON,DC,2022-12-25
Cedar Tree Academy PCS,In Person,1,362,WASHINGTON,DC,2022-12-25
District of Columbia Public Schools,In Person,115,50971,WASHINGTON,DC,2022-12-25
KIPP DC PCS,In Person,18,6828,WASHINGTON,DC,2022-12-25
Latin American Montessori Bilingual PCS,In Person,1,476,WASHINGTON,DC,2022-12-25
Capital City PCS,In Person,3,1001,WASHINGTON,DC,2022-12-25
Paul PCS,In Person,2,752,WASHINGTON,DC,2022-12-25
DC Bilingual PCS,In Person,1,454,WASHINGTON,DC,2022-12-25
E.L. Haynes PCS,In Person,3,1145,WASHINGTON,DC,2022-12-25
Mary McLeod Bethune Day Academy PCS,In Person,1,425,WASHINGTON,DC,2022-12-25
Two Rivers PCS,In Person,3,927,WASHINGTON,DC,2022-12-25
DC Prep PCS,In Person,6,2048,WASHINGTON,DC,2022-12-25
Eagle Academy PCS,In Person,2,836,WASHINGTON,DC,2022-12-25
State Charter Schools- Cherokee Charter Academy,In Person,1,628,Canton,GA,2022-12-25
State Charter Schools- Utopian Academy for the Arts Charter,In Person,1,268,Ellenwood,GA,2022-12-25
State Charter Schools- Scintilla Charter Academy,In Person,1,588,Valdosta,GA,2022-12-25
State Charter Schools II- Cirrus Charter Academy,In Person,1,514,Macon,GA,2022-12-25
Banks County,In Person,4,2750,Homer,GA,2022-12-25
State Charter Schools II- Southwest Georgia S.T.E.M. Charte,In Person,1,366,Shellman,GA,2022-12-25
State Charter Schools- Coastal Plains Charter High School -,In Person,1,1175,Metter,GA,2022-12-25
State Charter Schools II- Resurgence Hall Charter School,In Person,1,276,East Point,GA,2022-12-25
State Charter Schools II- International Academy of Smyrna,In Person,1,430,Smyrna,GA,2022-12-25
State Charter Schools II- International Charter Academy of,In Person,1,164,Peachtree Corners,GA,2022-12-25
State Charter Schools II- Academy For Classical Education,In Person,1,1770,Macon,GA,2022-12-25
State Charter Schools II- Spring Creek Charter Academy,In Person,1,280,Bainbridge,GA,2022-12-25
State Charter Schools II- Ethos Classical Charter School,In Person,1,123,Atlanta,GA,2022-12-25
State Charter Schools II- Baconton Community Charter School,In Person,1,872,Baconton,GA,2022-12-25
Barrow County,In Person,16,14272,Winder,GA,2022-12-25
Bartow County,In Person,19,13421,Cartersville,GA,2022-12-25
Ben Hill County,In Person,5,3065,Fitzgerald,GA,2022-12-25
Bibb County,In Person,34,21812,Macon,GA,2022-12-25
Bleckley County,In Person,5,2550,Cochran,GA,2022-12-25
Brantley County,In Person,7,3455,Nahunta,GA,2022-12-25
Muscogee County,In Person,53,31733,Columbus,GA,2022-12-25
Newton County,In Person,22,19579,Covington,GA,2022-12-25
Oglethorpe County,In Person,4,2131,Lexington,GA,2022-12-25
Paulding County,In Person,33,30496,Dallas,GA,2022-12-25
Peach County,In Person,6,3693,Fort Valley,GA,2022-12-25
Pelham City,In Person,3,1429,Pelham,GA,2022-12-25
Putnam County,In Person,4,3006,Eatonton,GA,2022-12-25
Quitman County,In Person,2,300,Georgetown,GA,2022-12-25
Rabun County,In Person,4,2293,Clayton,GA,2022-12-25
Randolph County,In Person,3,819,Cuthbert,GA,2022-12-25
Richmond County,In Person,54,30666,Augusta,GA,2022-12-25
Rockdale County,In Person,18,16565,Conyers,GA,2022-12-25
Rome City,In Person,8,6452,Rome,GA,2022-12-25
Schley County,In Person,2,1291,Ellaville,GA,2022-12-25
Screven County,In Person,3,2285,Sylvania,GA,2022-12-25
Seminole County,In Person,2,1350,Donalsonville,GA,2022-12-25
Sumter County,In Person,6,4416,Americus,GA,2022-12-25
Talbot County,In Person,1,463,Talbotton,GA,2022-12-25
Tattnall County,In Person,6,3783,Reidsville,GA,2022-12-25
Taylor County,In Person,5,1395,Butler,GA,2022-12-25
IDAHO FALLS DISTRICT,In Person,22,10286,IDAHO FALLS,ID,2022-12-25
JEFFERSON COUNTY JOINT DISTRICT,In Person,12,6280,RIGBY,ID,2022-12-25
JEROME JOINT DISTRICT,In Person,7,4184,JEROME,ID,2022-12-25
KAMIAH JOINT DISTRICT,In Person,4,406,KAMIAH,ID,2022-12-25
KENDRICK JOINT DISTRICT,In Person,2,248,KENDRICK,ID,2022-12-25
KIMBERLY DISTRICT,In Person,4,2101,KIMBERLY,ID,2022-12-25
KUNA JOINT DISTRICT,In Person,11,5604,KUNA,ID,2022-12-25
LAKELAND DISTRICT,In Person,11,4533,RATHDRUM,ID,2022-12-25
LAPWAI DISTRICT,In Person,2,519,LAPWAI,ID,2022-12-25
LEWISTON INDEPENDENT DISTRICT,In Person,13,4768,LEWISTON,ID,2022-12-25
MADISON DISTRICT,In Person,10,5406,REXBURG,ID,2022-12-25
MCCALL-DONNELLY JOINT SCHOOL DISTRICT,In Person,5,1314,MCCALL,ID,2022-12-25
MEADOWS VALLEY DISTRICT,In Person,1,160,NEW MEADOWS,ID,2022-12-25
MELBA JOINT DISTRICT,In Person,2,868,MELBA,ID,2022-12-25
JOINT SCHOOL DISTRICT NO. 2,In Person,60,40600,MERIDIAN,ID,2022-12-25
MIDDLETON DISTRICT,In Person,6,4039,MIDDLETON,ID,2022-12-25
MIDVALE DISTRICT,In Person,2,118,MIDVALE,ID,2022-12-25
MINIDOKA COUNTY JOINT DISTRICT,In Person,12,4370,RUPERT,ID,2022-12-25
MOSCOW DISTRICT,In Person,8,2470,MOSCOW,ID,2022-12-25
MOUNTAIN HOME DISTRICT,In Person,9,3915,MOUNTAIN HOME,ID,2022-12-25
Arlington Heights SD 25,In Person,9,5527,Arlington Heights,IL,2022-12-25
Township HSD 214,In Person,11,11774,Arlington Heights,IL,2022-12-25
Armstrong-Ellis Cons SD 61,In Person,1,75,Armstrong,IL,2022-12-25
Armstrong Twp HSD 225,In Person,1,139,Armstrong,IL,2022-12-25
Arthur CUSD 305,In Person,4,1147,Arthur,IL,2022-12-25
Ashley CCSD 15,In Person,1,137,Ashley,IL,2022-12-25
Athens CUSD 213,In Person,4,1082,Athens,IL,2022-12-25
Atwood Heights SD 125,In Person,3,610,Alsip,IL,2022-12-25
Aurora East USD 131,In Person,20,13571,Aurora,IL,2022-12-25
Aurora West USD 129,In Person,17,11841,Aurora,IL,2022-12-25
Central CHSD 71,In Person,1,619,Breese,IL,2022-12-25
Ball Chatham CUSD 5,In Person,6,4760,Chatham,IL,2022-12-25
Barrington CUSD 220,In Person,12,8557,Barrington,IL,2022-12-25
Bartonville SD 66,In Person,1,324,Bartonville,IL,2022-12-25
Batavia USD 101,In Person,8,5527,Batavia,IL,2022-12-25
Beecher CUSD 200U,In Person,3,1077,Beecher,IL,2022-12-25
Marseilles ESD 150,In Person,1,523,Marseilles,IL,2022-12-25
Belle Valley SD 119,In Person,1,1053,Belleville,IL,2022-12-25
Belleville SD 118,In Person,11,3669,Belleville,IL,2022-12-25
Bellwood SD 88,In Person,7,2392,Bellwood,IL,2022-12-25
Crab Orchard CUSD 3,In Person,2,521,Marion,IL,2022-12-25
Creston CCSD 161,In Person,1,92,Creston,IL,2022-12-25
Crete Monee CUSD 201U,In Person,9,4496,Crete,IL,2022-12-25
Creve Coeur SD 76,In Person,2,527,Creve Coeur,IL,2022-12-25
Crystal Lake CCSD 47,In Person,13,7340,Crystal Lake,IL,2022-12-25
CHSD 155,In Person,5,5777,Crystal Lake,IL,2022-12-25
Cypress SD 64,In Person,1,120,Cypress,IL,2022-12-25
Dakota CUSD 201,In Person,2,821,Dakota,IL,2022-12-25
Danville CCSD 118,In Person,12,5351,Danville,IL,2022-12-25
Decatur SD 61,In Person,19,8756,Decatur,IL,2022-12-25
Deer Park CCSD 82,In Person,1,79,Ottawa,IL,2022-12-25
Deerfield SD 109,In Person,6,2889,Deerfield,IL,2022-12-25
DeKalb CUSD 428,In Person,12,6579,Dekalb,IL,2022-12-25
Deland-Weldon CUSD 57,In Person,3,199,De Land,IL,2022-12-25
Delavan CUSD 703,In Person,3,479,Delavan,IL,2022-12-25
DePue USD 103,In Person,2,358,DePue,IL,2022-12-25
CCSD 62,In Person,11,4448,Des Plaines,IL,2022-12-25
DeSoto Cons SD 86,In Person,1,215,De Soto,IL,2022-12-25
Diamond Lake SD 76,In Person,3,918,Mundelein,IL,2022-12-25
Dieterich CUSD 30,In Person,2,558,Dieterich,IL,2022-12-25
Gurnee SD 56,In Person,4,1966,Gurnee,IL,2022-12-25
Northbrook ESD 27,In Person,3,1279,Northbrook,IL,2022-12-25
Hall HSD 502,In Person,1,419,Spring Valley,IL,2022-12-25
Hampton SD 29,In Person,1,228,Hampton,IL,2022-12-25
Hardin County CUSD 1,In Person,3,521,Elizabethtown,IL,2022-12-25
Harlem UD 122,In Person,11,6366,Machesney Park,IL,2022-12-25
Harrisburg CUSD 3,In Person,4,1866,Harrisburg,IL,2022-12-25
Hartsburg Emden CUSD 21,In Person,2,202,Hartsburg,IL,2022-12-25
Harvard CUSD 50,In Person,5,2683,Harvard,IL,2022-12-25
Harvey SD 152,In Person,6,1809,Harvey,IL,2022-12-25
W Harvey-Dixmoor PSD 147,In Person,3,888,Harvey,IL,2022-12-25
Hawthorn CCSD 73,In Person,9,3941,Vernon Hills,IL,2022-12-25
Hazel Crest SD 152-5,In Person,2,891,Hazel Crest,IL,2022-12-25
Heyworth CUSD 4,In Person,2,938,Heyworth,IL,2022-12-25
High Mount SD 116,In Person,1,375,Swansea,IL,2022-12-25
Highland CUSD 5,In Person,6,2862,Highland,IL,2022-12-25
Twp HSD 113,In Person,2,3467,Highland Park,IL,2022-12-25
LaGrange Highlands SD 106,In Person,2,926,La Grange Highlands,IL,2022-12-25
Hillside SD 93,In Person,1,435,Hillside,IL,2022-12-25
Hinckley Big Rock CUSD 429,In Person,3,717,Hinckley,IL,2022-12-25
Marshall CUSD 2C,In Person,4,1267,Marshall,IL,2022-12-25
Mascoutah CUD 19,In Person,5,4153,Mascoutah,IL,2022-12-25
Massac UD 1,In Person,7,2036,Metropolis,IL,2022-12-25
Matteson ESD 162,In Person,7,2561,Richton Park,IL,2022-12-25
Mattoon CUSD 2,In Person,5,3142,Mattoon,IL,2022-12-25
Maywood-Melrose Park-Broadview 89,In Person,9,4690,Melrose Park,IL,2022-12-25
McClellan CCSD 12,In Person,1,56,Mount Vernon,IL,2022-12-25
McHenry CCSD 15,In Person,8,4334,McHenry,IL,2022-12-25
Medinah SD 11,In Person,3,692,Roselle,IL,2022-12-25
CUSD 4,In Person,3,654,Mendon,IL,2022-12-25
Mendota CCSD 289,In Person,3,1081,Mendota,IL,2022-12-25
Mendota Twp HSD 280,In Person,1,522,Mendota,IL,2022-12-25
Meredosia-Chambersburg CUSD 11,In Person,3,200,Meredosia,IL,2022-12-25
Metamora CCSD 1,In Person,1,909,Metamora,IL,2022-12-25
County of Woodford School,In Person,1,952,Metamora,IL,2022-12-25
Midlothian SD 143,In Person,4,1732,Midlothian,IL,2022-12-25
Millburn CCSD 24,In Person,2,1203,Old Mill Creek,IL,2022-12-25
Fairfield Comm H S Dist 225,In Person,1,419,Fairfield,IL,2022-12-25
Millstadt CCSD 160,In Person,2,759,Millstadt,IL,2022-12-25
Miller Twp CCSD 210,In Person,1,168,Marseilles,IL,2022-12-25
Plainfield SD 202,In Person,30,26033,Plainfield,IL,2022-12-25
Plano CUSD 88,In Person,5,2353,Plano,IL,2022-12-25
Pleasant Valley SD 62,In Person,2,517,Peoria,IL,2022-12-25
Polo CUSD 222,In Person,3,555,Polo,IL,2022-12-25
Pontiac-W Holliday SD 105,In Person,2,688,Fairview Heights,IL,2022-12-25
Pontiac Twp HSD 90,In Person,1,662,Pontiac,IL,2022-12-25
Posen-Robbins ESD 143-5,In Person,5,1398,Posen,IL,2022-12-25
Prairie Grove CSD 46,In Person,2,713,Crystal Lake,IL,2022-12-25
Prairie Hill CCSD 133,In Person,2,735,South Beloit,IL,2022-12-25
Adlai E Stevenson HSD 125,In Person,2,4271,Lincolnshire,IL,2022-12-25
Princeton ESD 115,In Person,5,1158,Princeton,IL,2022-12-25
Prospect Heights SD 23,In Person,4,1480,Prospect Heights,IL,2022-12-25
Proviso Twp HSD 209,In Person,3,4244,Forest Park,IL,2022-12-25
Putnam County CUSD 535,In Person,4,844,Granville,IL,2022-12-25
Quincy SD 172,In Person,9,6502,Quincy,IL,2022-12-25
Raccoon Cons SD 1,In Person,1,247,Centralia,IL,2022-12-25
Ramsey CUSD 204,In Person,2,432,Ramsey,IL,2022-12-25
Rantoul Township HSD 193,In Person,1,784,Rantoul,IL,2022-12-25
Red Bud CUSD 132,In Person,2,1044,Red Bud,IL,2022-12-25
Reed Custer CUSD 255U,In Person,3,1341,Braidwood,IL,2022-12-25
Tonica CCSD 79,In Person,1,138,Tonica,IL,2022-12-25
Tremont CUSD 702,In Person,3,1008,Tremont,IL,2022-12-25
Wesclin CUSD 3,In Person,4,1375,Trenton,IL,2022-12-25
Tri City CUSD 1,In Person,3,547,Buffalo,IL,2022-12-25
Tri Point CUSD 6-J,In Person,3,354,Kempton,IL,2022-12-25
Troy CCSD 30C,In Person,7,4195,Plainfield,IL,2022-12-25
Tuscola CUSD 301,In Person,3,987,Tuscola,IL,2022-12-25
Century CUSD 100,In Person,2,371,Ullin,IL,2022-12-25
Union SD 81,In Person,1,105,Joliet,IL,2022-12-25
Union Ridge SD 86,In Person,1,661,Harwood Heights,IL,2022-12-25
Urbana SD 116,In Person,11,4424,Urbana,IL,2022-12-25
Valley View CUSD 365U,In Person,20,15979,Romeoville,IL,2022-12-25
Venice CUSD 3,In Person,1,88,Venice,IL,2022-12-25
Vienna SD 55,In Person,1,386,Vienna,IL,2022-12-25
Vienna HSD 133,In Person,1,362,Vienna,IL,2022-12-25
Villa Grove CUSD 302,In Person,3,635,Villa Grove,IL,2022-12-25
SD 45 DuPage County,In Person,8,3306,Villa Park,IL,2022-12-25
Virginia CUSD 64,In Person,2,301,Virginia,IL,2022-12-25
CHSD 94,In Person,1,1952,West Chicago,IL,2022-12-25
Wabash CUSD 348,In Person,4,1513,Mount Carmel,IL,2022-12-25
Dynamic Minds Academy,In Person,1,113,Indianapolis,IN,2022-12-25
Attica Consolidated School Corp,In Person,2,629,Attica,IN,2022-12-25
Borden-Henryville School Corp,In Person,4,0,Sellersburg,IN,2022-12-25
Silver Creek School Corporation,In Person,4,0,Sellersburg,IN,2022-12-25
South Dearborn Community Sch Corp,In Person,6,2214,Aurora,IN,2022-12-25
Avon Community School Corp,In Person,12,9871,Avon,IN,2022-12-25
Bartholomew Con School Corp,In Person,17,11499,Columbus,IN,2022-12-25
Batesville Community School Corp,In Person,4,2215,Batesville,IN,2022-12-25
Baugo Community Schools,In Person,4,1911,Elkhart,IN,2022-12-25
Beech Grove City Schools,In Person,5,2939,Beech Grove,IN,2022-12-25
Benton Community School Corp,In Person,4,1731,Fowler,IN,2022-12-25
Blackford County Schools,In Person,4,1572,Hartford City,IN,2022-12-25
Monroe County Community Sch Corp,In Person,24,11182,Bloomington,IN,2022-12-25
Blue River Valley Schools,In Person,2,655,Mount Summit,IN,2022-12-25
North Harrison Com School Corp,In Person,4,2194,Ramsey,IN,2022-12-25
MSD Bluffton-Harrison,In Person,3,1652,Bluffton,IN,2022-12-25
Bremen Public Schools,In Person,2,1462,Bremen,IN,2022-12-25
Brown County School Corporation,In Person,6,1858,Nashville,IN,2022-12-25
Brownsburg Community School Corp,In Person,11,9453,Brownsburg,IN,2022-12-25
Brownstown Cnt Com Sch Corp,In Person,3,1581,Brownstown,IN,2022-12-25
Logansport Community Sch Corp,In Person,9,4304,Logansport,IN,2022-12-25
Loogootee Community Sch Corp,In Person,3,796,Loogootee,IN,2022-12-25
MSD Warren County,In Person,4,1304,Williamsport,IN,2022-12-25
Maconaquah School Corp,In Person,4,2160,Bunker Hill,IN,2022-12-25
Madison Consolidated Schools,In Person,7,2791,Madison,IN,2022-12-25
Marion Community Schools,In Person,9,3878,Marion,IN,2022-12-25
MSD Martinsville Schools,In Person,10,4340,Martinsville,IN,2022-12-25
Michigan City Area Schools,In Person,12,5474,Michigan City,IN,2022-12-25
Milan Community Schools,In Person,4,1033,Milan,IN,2022-12-25
Mill Creek Community Sch Corp,In Person,5,1534,Clayton,IN,2022-12-25
School City of Mishawaka,In Person,10,5329,Mishawaka,IN,2022-12-25
Mississinewa Community School Corp,In Person,5,2529,Gas City,IN,2022-12-25
Cowan Community School Corp,In Person,2,804,Muncie,IN,2022-12-25
Monroe Central School Corp,In Person,2,1090,Parker City,IN,2022-12-25
Mooresville Con School Corp,In Person,7,4412,Mooresville,IN,2022-12-25
Yorktown Community Schools,In Person,4,2685,Yorktown,IN,2022-12-25
Mt Vernon Community School Corp,In Person,6,4338,Fortville,IN,2022-12-25
MSD Mount Vernon,In Person,5,2032,Mount Vernon,IN,2022-12-25
Muncie Community Schools,In Person,11,5073,Muncie,IN,2022-12-25
School Town of Munster,In Person,5,4206,Munster,IN,2022-12-25
Union-North United School Corp,In Person,2,1281,Lakeville,IN,2022-12-25
Valparaiso Community Schools,In Person,12,6278,Valparaiso,IN,2022-12-25
Crothersville Community Schools,In Person,2,439,Crothersville,IN,2022-12-25
Vigo County School Corp,In Person,28,14642,Terre Haute,IN,2022-12-25
Vincennes Community School Corp,In Person,7,2709,Vincennes,IN,2022-12-25
Wabash City Schools,In Person,3,1599,Wabash,IN,2022-12-25
MSD Warren Township,In Person,15,11830,Indianapolis,IN,2022-12-25
Warrick County School Corp,In Person,18,10162,Boonville,IN,2022-12-25
Warsaw Community Schools,In Person,11,6957,Warsaw,IN,2022-12-25
MSD Washington Township,In Person,14,11157,Indianapolis,IN,2022-12-25
MSD Wayne Township,In Person,18,16915,Indianapolis,IN,2022-12-25
Frankton-Lapel Community Schools,In Person,5,3156,Anderson,IN,2022-12-25
West Noble School Corporation,In Person,4,2267,Ligonier,IN,2022-12-25
West Washington School Corp,In Person,2,899,Campbellsburg,IN,2022-12-25
Western Boone Co Com Sch Dist,In Person,3,1732,Thorntown,IN,2022-12-25
Westfield-Washington Schools,In Person,9,8435,Westfield,IN,2022-12-25
Westview School Corporation,In Person,5,2292,Topeka,IN,2022-12-25
School City of Whiting,In Person,3,1245,Whiting,IN,2022-12-25
Whitko Community School Corp,In Person,4,1314,Larwill,IN,2022-12-25
North Fayette Valley Comm School District,In Person,5,1128,West Union,IA,2022-12-25
Dunkerton Comm School District,In Person,2,428,Dunkerton,IA,2022-12-25
Boyer Valley Comm School District,In Person,2,433,Dunlap,IA,2022-12-25
Durant Comm School District,In Person,2,663,Durant,IA,2022-12-25
Easton Valley Comm School District,In Person,2,478,Preston,IA,2022-12-25
River Valley Comm School District,In Person,2,391,Correctionville,IA,2022-12-25
East Union Comm School District,In Person,2,552,Afton,IA,2022-12-25
Edgewood-Colesburg Comm School District,In Person,2,529,Edgewood,IA,2022-12-25
Eldora-New Providence Comm School District,In Person,2,574,Eldora,IA,2022-12-25
Emmetsburg Comm School District,In Person,3,826,Emmetsburg,IA,2022-12-25
English Valleys Comm School District,In Person,2,472,North English,IA,2022-12-25
Estherville Lincoln Central Com Sch Dist,In Person,3,1313,Estherville,IA,2022-12-25
Exira-Elk Horn- Kimballton Comm Sch Dist,In Person,2,400,Elk Horn,IA,2022-12-25
Fairfield Comm School District,In Person,4,1640,Fairfield,IA,2022-12-25
Forest City Comm School District,In Person,3,1159,Forest City,IA,2022-12-25
Fort Dodge Comm School District,In Person,7,3841,Fort Dodge,IA,2022-12-25
Fort Madison Comm School District,In Person,4,1881,Fort Madison,IA,2022-12-25
Fremont-Mills Comm School District,In Person,2,527,Tabor,IA,2022-12-25
Galva-Holstein Comm School District,In Person,3,450,Holstein,IA,2022-12-25
George-Little Rock Comm School District,In Person,4,412,George,IA,2022-12-25
Gilbert Comm School District,In Person,4,1591,Gilbert,IA,2022-12-25
Olin Consolidated School District,In Person,1,88,Olin,IA,2022-12-25
Orient-Macksburg Comm School District,In Person,2,161,Orient,IA,2022-12-25
Oskaloosa Comm School District,In Person,4,2196,Oskaloosa,IA,2022-12-25
Ottumwa Comm School District,In Person,9,4713,Ottumwa,IA,2022-12-25
Pekin Comm School District,In Person,2,719,Packwood,IA,2022-12-25
Pella Comm School District,In Person,5,2471,Pella,IA,2022-12-25
Perry Comm School District,In Person,3,1780,Perry,IA,2022-12-25
Pleasant Valley Comm School District,In Person,7,5244,Bettendorf,IA,2022-12-25
Pleasantville Comm School District,In Person,3,738,Pleasantville,IA,2022-12-25
Pocahontas Area Comm School District,In Person,3,721,Pocahontas,IA,2022-12-25
Postville Comm School District,In Person,2,767,Postville,IA,2022-12-25
Red Oak Comm School District,In Person,3,1075,Red Oak,IA,2022-12-25
Remsen-Union Comm School District,In Person,2,336,Remsen,IA,2022-12-25
Roland-Story Comm School District,In Person,3,1139,Story City,IA,2022-12-25
Rudd-Rockford-Marble Rk Comm School District,In Person,2,439,Rockford,IA,2022-12-25
Saydel Comm School District,In Person,3,1413,Des Moines,IA,2022-12-25
Schaller-Crestland Comm School District,In Person,2,401,Schaller,IA,2022-12-25
Schleswig Comm School District,In Person,2,185,Schleswig,IA,2022-12-25
Sergeant Bluff-Luton Comm School District,In Person,4,1709,Sergeant Bluff,IA,2022-12-25
West Fork Comm School District,In Person,3,738,Rockwell,IA,2022-12-25
